parent,node,test_attribute
GOV.UK services,GOV.UK Verify,1.4577411315290338
GOV.UK services,GOV.UK Notify,0.3665006919622284
Networks and telecommunications,Telecommunications,0.05753529771480571
Networks and telecommunications,Networking,0.0552595991979211
Data,Data usage,1.6660138725064693
Data,Data provisioning,0.20910799714360004
Design and build of government services,Digital Service Standard,0.3597686976465844
Design and build of government services,Design principles,2.3444519118979676
Design and build of government services,Government content and publishing,0.03190417228551132
VAT,Accounting for VAT,0.1160967117840301
VAT,Exporting goods and services,0.6036028031622497
VAT,Paying,1.0251465645031983
VAT,Exchange rates,1.882763911146886
VAT,Overseas businesses and UK VAT,0.677542200348503
VAT,VAT MOSS,0.3765359603770778
VAT,Charging VAT,0.6947468032429756
VAT,Rules for particular trades,0.24725405423939556
VAT,VAT returns,0.09952970834759836
VAT,Importing goods and services,1.023650388104222
VAT,Reclaiming VAT on a new home,0.3679670940758951
Fuel Duty,Moving and storing goods,0.2619941430876527
Fuel Duty,Payments and reliefs (Fuel duty),3.5887751804726276
Alcohol duties,Moving and storing goods,1.0329089429456022
Alcohol duties,Payments and reliefs (Alcohol duty),1.5745003646712707
Pension scheme administration,Administering a pension scheme,1.1601112198450867
Pension scheme administration,Tax on pensions,1.1494515450876375
Pension scheme administration,Pension scheme trustees,0.7497983761662056
Pension scheme administration,Paying into a pension scheme,0.6054356253548762
Pension scheme administration,Overseas schemes,0.768407538627953
International tax,Oil and gas,0.5881274921650234
International tax,Shipping,0.15607662396803107
International tax,Double taxation,0.04617482862757879
Stamp duty and other tax on property,Stamp Duty before December 2003,1.0550767068479978
Stamp duty and other tax on property,Pay your SDLT bill,2.1763271397638153
Stamp duty and other tax on property,SDLT on specific transactions,1.3254017272090741
Stamp duty and other tax on property,Annual Tax on Enveloped Dwellings,0.5441864066945523
Stamp duty and other tax on property,Filing a SDLT return,0.14214438548814812
Investment schemes,Collective Investment Schemes,1.415277646764831
Investment schemes,Venture capital schemes,1.1952710985321617
Landfill Tax,Payments and reliefs (landfill tax),0.35844114690385265
Corporation Tax,Preparing accounts for Corporation Tax,0.9284522543753596
Corporation Tax,Changes to your company,0.04484802027664603
Corporation Tax,Working out your Corporation Tax,0.7011389665730935
Corporation Tax,Filing your return,0.2304395323853062
Corporation Tax,Reliefs,0.89977378287102
Corporation Tax,Payments and refunds,0.26722792017841585
Gambling duties,Bingo Duty,0.25684364747958377
Gambling duties,Lottery Duty,0.5277100050779597
Gambling duties,Gaming Duty,0.5564112991332549
Gambling duties,Machine Games Duty,0.006810006771337057
Gambling duties,"General Betting Duty, Pool Betting Duty and Remote Gaming Duty",0.37587493438768765
Gambling duties,Paying HMRC,0.08178761981019925
Employment related securities,National Insurance transfers,1.8058039178943548
Employment related securities,Returns and notifications,0.47381889753173073
Employment related securities,Asset valuation,1.210626172408698
Employment related securities,SAYE bonus rates,1.3632416275402914
Construction Industry Scheme (CIS),Contractors,0.8746929973815736
Construction Industry Scheme (CIS),Payments,0.5173774789728549
Construction Industry Scheme (CIS),Subcontractors,0.6224020279299025
Tobacco Products Duty,Moving and storing goods,0.24789797307278263
Tobacco Products Duty,Payments and reliefs (tobacco products duty),1.3610362610619058
Aggregates Levy,Payments and reliefs (aggregates levy),0.2933672065778953
Stamp duty on shares,Stamp tax on paper shares,0.25603304954278006
Stamp duty on shares,Stamp tax on electronic shares,0.37305880481527404
IR35: working through an intermediary,Employment intermediaries,0.3128884707967059
IR35: working through an intermediary,Off-payroll working rules,0.9109762365372649
IR35: working through an intermediary,Employment status,1.0971748192859925
Insurance Premium Tax,Paying Insurance Premium Tax,1.5083457388173058
PAYE,Registering and getting started,0.8135582800437476
PAYE,Paying HMRC,1.1904868727549232
PAYE,Annual PAYE and payroll tasks,1.7037268127081115
PAYE,"Employees joining, leaving or changing their circumstances",1.0452600295484127
PAYE,Expenses and benefits,0.730377780501029
PAYE,Changes to the business that affect PAYE,1.8604864450103595
PAYE,Statutory pay and leave,1.1472357298306315
PAYE,Special types of employee pay,0.6588131580807493
Large and mid-size business,Mid-sized businesses,0.18959674757032505
Large and mid-size business,Large businesses,1.7786160976975505
Paying HMRC,Inheritance Tax,1.5573201643725703
Paying HMRC,Pension schemes,0.3792280475268699
Paying HMRC,Tax credit overpayments,0.6792649088067105
Paying HMRC,Alcohol duties,1.3060205833927392
Paying HMRC,Child Benefit overpayments,0.3488980379739061
Paying HMRC,Property taxes,1.6598103369170931
Paying HMRC,Corporation Tax,1.5164039672242617
Paying HMRC,Money laundering regulation fees,0.4695814539380999
Paying HMRC,Shares,0.9269574864131214
Paying HMRC,VAT,0.10322905608808937
Paying HMRC,Transport and environmental duties,0.8615359769852126
Paying HMRC,Payment problems,0.6566439502641894
Paying HMRC,Construction Industry Scheme (through PAYE),0.042591597938275244
Paying HMRC,Insurance Premium Tax,0.9192741316474348
Paying HMRC,Capital Gains Tax,0.5145931910569773
Paying HMRC,Income Tax and National Insurance,0.04788379390575679
Paying HMRC,Gambling duties,1.541771698344239
Paying HMRC,PAYE,0.6695737873111046
Tax agent and adviser guidance,Working with HMRC - joint initiatives,0.15681691424120556
Tax agent and adviser guidance,Appeals and penalties,0.06529232647687634
Tax agent and adviser guidance,Agent authorisation,2.242071245619914
Tax agent and adviser guidance,Compliance checks,0.7665520209413145
Tax agent and adviser guidance,Money laundering regulations,0.4439953593015935
Tax compliance,Disclosing offshore income,0.27146385421466596
Tax compliance,Reporting tax evasion,0.4862244711467661
Tax compliance,International agreements and FATCA,0.4051184608817606
Tax compliance,Disputes,0.15373490813466326
Tax compliance,Clearances and approvals,0.3412064250318242
Tax compliance,Non-payment and fraud,1.4138945189163965
Tax compliance,Compliance checks,1.51586211138592
Tax avoidance,Identifying avoidance schemes,0.4658350697623121
Tax avoidance,Disclosing avoidance schemes,0.3982727936267584
Tax avoidance,Disguised remuneration schemes,1.1611494129489246
Software development for HMRC,HMRC recognition scheme,0.07912800302841315
Software development for HMRC,New to HMRC development,1.2495868983511227
Software development for HMRC,Working in partnership,0.07980623599311201
Software development for HMRC,Software development support,0.8174706935332636
Living or working abroad or offshore,Living and working abroad,0.9298886467980377
Living or working abroad or offshore,Rules for specific occupations,1.8143952668356698
Tax on savings and investments,Tax on shares,0.1542162314975969
Tax on savings and investments,Tax efficient savings and investments,1.711635869572888
Tax on savings and investments,Tax on savings,0.64809854140307
Tax on savings and investments,Guidance for financial institutions,0.9392147893427859
Inheritance Tax,Wills and probate,1.1057433064786035
Inheritance Tax,Reliefs,2.0266944749074853
Inheritance Tax,Working out the tax,0.9300883342644267
Inheritance Tax,Paying HMRC,0.763214767575291
Self Assessment,Paying your tax bill,0.34705120793413946
Self Assessment,"Refunds, appeals and penalties",0.14213757291507464
Self Assessment,Records you must keep,0.5180242095720748
Self Assessment,Filing a tax return,1.8966572205160501
Self Assessment,Registering for Self Assessment,0.42960447663868156
Income Tax,Welsh rate of Income Tax,1.1193499063948105
Income Tax,"Rates, allowances and reliefs",0.7353841545218398
Income Tax,Pensions,0.739689151872171
Income Tax,Scottish rate of Income Tax,0.1864433315797351
Income Tax,Student jobs and loans,0.03364576762118516
Income Tax,Company benefits and share schemes,0.8582728764414854
Income Tax,Overpayments and underpayments,0.30120581096708343
Income Tax,Special types of pay,2.0331201820892884
Capital Gains Tax,Business,0.6406212804101321
Capital Gains Tax,Property,0.8471885240451973
Capital Gains Tax,Shares and investments,0.5088383244770253
Capital Gains Tax,Personal possessions,0.14893247587373637
Capital Gains Tax,Divorce and separation,0.7421906752069879
Capital Gains Tax,Paying HMRC,0.6116796178735708
National Insurance,Refunds,1.0865245669269599
National Insurance,National Insurance numbers,1.5240792063514759
National Insurance,Voluntary contributions,0.05605281640523342
National Insurance,Rates and classes,1.0628602440646648
Limited companies and partnerships,Directorship disqualification,0.9608886039357597
Limited companies and partnerships,Overseas companies and European companies,0.30475661374486507
Limited companies and partnerships,Partnerships,1.2250877394499025
Limited companies and partnerships,"Company closure, administration, liquidation and insolvency",0.3904735906392871
Limited companies and partnerships,Company names,0.6988176002095287
Employing people,Payroll,0.31817997540555687
Employing people,Recruiting and hiring,0.6081248224186688
Employing people,Dismissing staff and redundancies,0.554674722109396
Competition,Competition Act and cartels,0.128503934483671
Competition,Mergers,0.8590426725393432
Competition,Markets,0.6671069173838601
Competition,Regulatory appeals and references,1.185883025795635
Competition,Consumer protection,0.33706366748465605
Competition,Competition law,1.0032714829914033
Intellectual property,Patents,0.7911283651694939
Intellectual property,Trade marks,0.9674210150965951
Intellectual property,Designs,0.1467232686227526
Intellectual property,Copyright,1.3396946303556607
Regulation reform,Company law reform,0.8994868409013264
Consumer rights and issues,Consumer protection,0.7080924840418102
Consumer rights and issues,Gambling regulation,1.4460349581430085
Consumer rights and issues,Consumer credit market,1.1134714407576163
"Customs declarations, duties and tariffs (import and export)",Rules for specific goods and services,0.2956631878213688
"Customs declarations, duties and tariffs (import and export)",Exchange rates,1.1563193546629311
"Customs declarations, duties and tariffs (import and export)",Get goods through customs,0.8849427969370393
"Customs declarations, duties and tariffs (import and export)",UK Trade Tariff and classification of goods,1.6763738370582124
"Customs declarations, duties and tariffs (import and export)",Customs Freight Simplified Procedures,1.1881838891434702
"Customs declarations, duties and tariffs (import and export)",Commodity codes and reporting,0.6502654372541252
Exporting,Embargoes and sanctions,0.050008693215795236
Exporting,Export controls and licensing,1.5590510602481145
Exporting,Export finance,0.9732540310908547
Exporting,Trade restrictions on exports,1.5023060128546284
Exporting,Licences and special rules,0.42524711781693975
Importing,Commodity codes and reporting,1.8868219367092551
Importing,Wood packaging,1.9652551728850616
Importing,Import controls,0.6751224222571736
UK economic growth,Economic development in coastal and seaside areas,0.48752432045576116
UK economic growth,Management of the European Regional Development Fund,0.7892327502283466
UK economic growth,Local Enterprise Partnerships (LEPs) and Enterprise Zones,0.31311832839460557
Health workforce,Careers in health and social care,0.2936536965688623
Health workforce,Health and social care training,1.6463235642416618
Health protection,Migrant health,0.25996774646763887
Health protection,Emergency response,1.3731792407241914
Health protection,Infectious diseases,0.003297319133169162
Health protection,Immunisation,0.3137689935767474
Health protection,Antimicrobial resistance (AMR),0.19717480172971705
Health protection,Radiation protection,0.014373349495211246
Health protection,Laboratories and reference facilities,0.8278042831890209
Health protection,"Research, testing and standards",0.5082608096865081
Health protection,Health surveillance and reporting programmes,1.2583590867282053
Health protection,Chemical and environmental hazards,0.7980548170260312
Health protection,Health emergency planning,1.1718950659188656
Population screening programmes,NHS infectious diseases in pregnancy screening (IDPS) programme,0.34721735311619745
Population screening programmes,NHS newborn hearing screening programme (NHSP),0.11369256622636593
Population screening programmes,NHS bowel cancer screening (BCSP) programme,0.45880873453775217
Population screening programmes,NHS breast screening (BSP) programme,2.1450481681549554
Population screening programmes,NHS fetal anomaly screening programme (FASP),0.5999960043352311
Population screening programmes,NHS newborn blood spot (NBS) screening programme,1.29742294683499
Population screening programmes,NHS sickle cell and thalassaemia (SCT) screening programme,0.5186966316119039
Population screening programmes,NHS newborn and infant physical examination (NIPE) screening programme,0.5583079081654916
Population screening programmes,NHS diabetic eye screening (DES) programme,0.9588108239834023
Population screening programmes,NHS cervical screening (CSP) programme,2.2744107490026044
Population screening programmes,NHS abdominal aortic aneurysm (AAA) programme,1.2061980676124744
Population screening programmes,Quality assurance in population screening,0.07038491193272571
Health conditions,Diabetes,1.8106188124210818
Health conditions,Heart disease,0.2868164993371003
Health conditions,Learning disabilities,1.2316422868282224
Health conditions,Cancer research and treatment,0.45582001427692587
Health conditions,Obesity,0.21548749756033472
Health conditions,Dementia,0.31705657528352066
Health conditions,Autism,0.3197861446263318
Mental health,Mental health service reform,1.1577561846822764
Health improvement,Exercise and physical activity,0.6232470852744751
Health improvement,Oral health,0.7570966702034585
Health improvement,Healthy eating,1.145340202469834
Health improvement,Smoking,1.2047657667978526
Health improvement,Drug misuse and dependency,0.9040558609435188
Health improvement,Harmful drinking,1.1039971395907249
"Vigilance, safety alerts and guidance",Alerts and recalls,2.4759816623416873
Inspection of children's social care providers,Inspections of fostering and adoption agencies,1.0804646541649212
Inspection of children's social care providers,Inspections of local authority children's services,0.5526700368267318
Inspection of children's social care providers,Children's homes and other residential care inspections,0.4761441057821986
Inspection of children's social care providers,"Incidents, concerns and feedback about children's social care providers",1.2184411105708624
HS2 Phase Two,HS2 Phase 2b,0.34746229891287045
HS2 Phase Two,HS2 Phase 2a,0.04707450699459339
MOTs,"Lorry, bus and trailer MOT tests",0.2953150254122638
MOTs,"Car, motorcycle and van MOT tests",1.447278783988554
Vehicle operator licences,Public service vehicles licensing,0.8147495017999051
Vehicle operator licences,HGV and goods carriage vehicle licensing,0.5962058726590875
Vehicle operator licences,Taxi and private hire vehicle licensing,0.1036451506174425
Rural grants and payments,Basic Payment Scheme (BPS),0.963771104526905
Rural grants and payments,Common Agricultural Policy (CAP) reform,0.3321021013037921
Rural grants and payments,Cross-compliance,0.04637565212550318
Rural grants and payments,Rural development,1.2881634434675167
Rural grants and payments,Online applications and payments,0.3162785149780962
Rural grants and payments,Countryside stewardship,0.27144911781377923
NA,GOV.UK,-0.3230920862117707
